artist,title,key,song_url,year
Elvis Presley,In The Ghetto,15896,de86262f39c48c56ac451901665adf705109fcad,1969
Three Dog Night,Easy To Be Hard,15897,efcecfae30af7eebb37b45ea682f5e52bf844303,1969
Neil Diamond,Sweet Caroline ,15898,5dc7d71f3318648f13daa71f399bed35a49391c0,1969
Stevie Wonder,My Cherie Amour,15899,0e3e1f8e14ee7c8118516cbe16854d6bcc2fcaa9,1969
"Edwin Hawkins Singers, The",Oh Happy Day,15900,336e0050b8f14d69ac2345f32c2b429ea1e90232,1969
Jerry Butler,Only The Strong Survive,15901,564f4dae3cc8441a341fb5ca4da3d47b09230006,1969
Jr. Walker and the All Stars,What Does It Take ,15902,7cffdc2efbdb99f59dbbbfc74379471a549cef6b,1969
Jackie DeShannon,Put A Little Love In Your Heart,15903,02ada86cfe108781d28262b11a83e3948510c801,1969
Glen Campbell,Galveston,15904,36e58d5608b88f29b7d7b03164bbd2db03cdf43c,1969
Marvin Gaye,Too Busy Thinking About My Baby,15905,a162607c3f616f69d44f12a5772a3159d094bdea,1969
"Ventures, The",Hawaii Five-O,15906,1dda44f7dd2b0a4b44bf07811080ebd380d1158c,1969
Creedence Clearwater Revival,Fortunate Son,15973,d66cff901dbda8a39416aa9a23c7148c2fc04676,1969
"Beatles, The",Hey Jude,16525,c718fc992246a4b070500515880bed0b517631ab,1968
Marvin Gaye,I Heard It Through The Grapevine,16526,c325e0905954d6509d7e9b0d54ba0376a3fe5a2f,1968
Paul Mauriat and His Orchestra,Love Is Blue,16527,81387ce96782a0b6286c6f8f54680f4d57326ed7,1968
Bobby Goldsboro,Honey,16528,f1caab655aa598842092619ad2a55416b20f92cd,1968
"Rascals, The",People Got To Be Free,16529,63ff87e7999b3136196e7e4780acbaec0f024732,1968
Otis Redding,Sittin' On The Dock Of The Bay,16530,ae39316c20deb4d56c76bb72cbaab01f2678d9c0,1968
Herb Alpert,This Guy's In Love With You,16531,c42579129a8a38cf260b6338ffc4b2a9c008d380,1968
Simon and Garfunkel,Mrs. Robinson,16532,aa826e8af9e873f09466c96d5dc19801e2431432,1968
Diana Ross and the Supremes,Love Child,16533,85ee03afc18dca49be07d73c13b88ee65cffe989,1968
Archie Bell and The Drells,Tighten Up,16534,681af10aa2d814aaf04ce45b9b76691df1fb82a7,1968
"Doors, The","Hello, I Love You",16535,3d31a54a62e7489ac3aaf6add14ce2875afa4f3e,1968
John Fred and His Playboy Band,Judy In Disguise ,16536,7bae627694c7be18015eb1eebf4f2ef98ab929b3,1968
Hugh Masekela,Grazing In The Grass,16537,5633ff720279c3b984f5d3f9ec85c38a37241f33,1968
Jeannie C. Riley,Harper Valley P.T.A.,16538,f60c2be365b304a6f09a2e73307306ff85437647,1968
"Lemon Pipers, The",Green Tambourine,16539,81a573214a6daddba696667bb798bf79920e3102,1968
Union Gap,Young Girl,16541,c41186fc98687f53c766f3238ef5aceeeaea410d,1968
Mary Hopkin,Those Were The Days,16542,7f8a8fde3535cef22ad98764af9ee95313130296,1968
Cliff Nobles,The Horse,16543,36248c2f6438dd85c3d076976967b40aab5aa075,1968
Steppenwolf,Born To Be Wild,16544,e0cbce6f8dce2533333e0b5ea8b73b0b7d02860e,1968
Stevie Wonder,For Once In My Life,16545,9ac3adc4abfe03ec5ea0ba16839cec8bacaacb4c,1968
Aretha Franklin,Chain Of Fools,16546,f344db923db1a5fb61b2371d91574ebe123de0e6,1968
"Box Tops, The",Cry Like A Baby,16547,3e23ccbb7168daf787aa0a3767b065f826c9be44,1968
Mason Williams,Classical Gas,16548,2abe7277bf5f6cd45de2b10e72bb485b72ee6c89,1968
Gary Puckett,Lady Willpower,16549,df7e327a2fadfdabbf3f604d2204e834c12799b3,1968
O.C. Smith,Little Green Apples,16550,e403bdb2f5efd6666413f42451677bffd3bc3d71,1968
Hugo Montenegro,"The Good, The Bad And The Ugly",16551,37f5d48b4e741b211f66a57959ba63da34b65e4b,1968
"Crazy World Of Arthur Brown, The",Fire,16552,d4b9056645330b5fe35662083390ef85fcfa6a4b,1968
Richard Harris,MacArthur Park,16553,58258c6b607b2498905ec055da92488164c09c69,1968
"5th Dimension, The",Stoned Soul Picnic,16554,aef2710889a7ae3a737c1a9b11e1a60d50b7de1a,1968
Classics IV,Spooky,16555,7926fcfa78c51866df7a62b85d7d682d6c40eb7d,1968
"Rolling Stones, The",Jumpin' Jack Flash,16556,8b0543661f2b545e32a9eeddc9ba70e23f28ceab,1968
Jose Feliciano,Light My Fire,16557,aa1cce41fced0fe4ebf76e4025b598f2b921c5de,1968
"Rascals, The",A Beautiful Morning,16558,7c5b71e4c40183daaf68801a09e67d1d537ad633,1968
"Monkees, The",Valleri,16559,ba55345ef7e5990dd7e0c0e79c9150fe274397f1,1968
Steppenwolf,Magic Carpet Ride,16560,a969c3b0b06a1e9c167476253e5a8a605b6ed0cb,1968
Tommy James and the Shondells,Mony Mony,16561,9b821a9971f8da2d4a42f549afe0aabcaafb959a,1968
"1910 Fruitgum Company, The",Simon Says,16562,2fff1117fccc745b41b0ec732da20d9a308009b0,1968
Union Gap,"Woman, Woman",16563,3769e0132945073140ac149e3086b11a3227293c,1968
"Temptations, The",I Wish It Would Rain,16564,455538ef0f8abcc8be150d4b5b341bae36a7619b,1968
"Beatles, The",Lady Madonna,16565,4f0b64cf221f7114992e6df3c8835b1146940338,1968
Ohio Express,Yummy Yummy Yummy,16566,1a9acffce8eb1a96e8b2c1c865d3ddde4dbf7614,1968
Dion,"Abraham, Martin And John",16567,5c984f1a5ac3403fa29e67fc78ed127204291759,1968
Deep Purple,Hush,16568,534cc7fc5eeef1c7f1441ad4b08036748734fe90,1968
"Delfonics, The",La - La Means I Love You,16569,79f491d7ed3535609b92ac2999a1d28f86efcef0,1968
Sergio Mendes and Brasil '66,The Look Of Love,16570,bd5caa73a27b432a863926aae1299d454d99b00b,1968
Lulu,To Sir With Love,17211,b88732912545976979c63ea482eea37c3d1aa481,1967
"Monkees, The",Daydream Believer,17212,b8c0c5897b786284e45ebc41348bc6b8e4a92c43,1967
"Association, The",Windy,17213,d6b563156992324cc220a939bb510f2cb7d0cc16,1967
Bobbie Gentry,Ode To Billie Joe,17214,c9212ac5232cbc01210ee2e674df49f586b9d908,1967
Nancy Sinatra,Somethin' Stupid,17215,f592e5191f6b09e8f1d2a3e4475a655828a5cb98,1967
Young Rascals,Groovin',17216,5be5b371102fccd76b0c53a5c75c2056cd123139,1967
"Box Tops, The",The Letter,17217,29a631cf3483396dd62adedfa5845eb147e3c346,1967
"Doors, The",Light My Fire,17218,b88c889d5eaf0dc0e8136d495041f51d1bd660e3,1967
"Turtles, The",Happy Together,17219,be70befd16aac0ed18e1bab29513f5d84188415c,1967
"Beatles, The",Hello Goodbye,17220,39e68b462fcdd12d1e83b86a77d4b63cb4d6592a,1967
Aretha Franklin,Respect,17221,e18589b60ce0400aa86f5a63a6da49396f1cc6bc,1967
"Buckinghams, The",Kind Of A Drag,17222,565ebe54f7df5ac802ace4d4e2addef604f0b5d8,1967
Strawberry Alarm Clock,Incense And Peppermints,17223,c094fe133edd82cb785f156cd02d63253b484db6,1967
"Supremes, The",Love Is Here And Now You're Gone,17224,95558f8e4a4a712f3a7ab0b6133e9ec2c9cafba3,1967
"Rolling Stones, The",Ruby Tuesday,17225,fc52b4a3b6f9f818710ee6c2e3225e5f7ebd55c8,1967
"Beatles, The",All You Need Is Love,17226,27d90389de76f4349d06e0429d1a403a82892539,1967
"Supremes, The",The Happening,17227,4ffbf3d73923fd7590eb527140734f0c530d4a2c,1967
"Beatles, The",Penny Lane,17228,48c01b4110e1386627149e8b257e8665d4d386b4,1967
Gladys Knight and the Pips,I Heard It Through The Grapevine,17229,a2d53a61384365d4b2609f08f07d0e43f5094fbf,1967
Sam and Dave,Soul Man,17230,9b883b7980166898c64f55b44ff9bc5cd5e805a0,1967
"Mamas and The Papas, The",Dedicated To The One I Love,17231,de083cd77f19de680adbf095e67656dd1e725988,1967
"Music Explosion, The",Little Bit O'Soul,17232,199966fbcbed9ddb2add52733279a0f58f077871,1967
"Cowsills, The","The Rain, The Park And Other Things",17233,0c57417b53e7084bc43d1780f35c67b9d3010195,1967
"Seekers, The",Georgy Girl,17234,afc52b1ce3452c0b488dad7fb9908e42f283b1c7,1967
"Association, The",Never My Love,17235,1fb0530aff30c86833d82a3b5724301c97e3f522,1967
Stevie Wonder,I Was Made To Love Her,17236,a145dfd9d68b68ce0d1e0b071574a534f9675dd4,1967
Diana Ross and the Supremes,Reflections,17237,b5d1957b038c8309a139b0412ea681a39f1244c1,1967
Frankie Valli,Can't Take My Eyes Off You,17238,39bf2d36814eb37ffa51bafb5eeba10be26b3aef,1967
Aaron Neville,Tell It Like It Is,17239,c1e9a37a3a085177598d3f16fd82ffd19de97fdc,1967
Arthur Conley,Sweet Soul Music,17240,173bc245d414f8940fac9742ccbe9a74ddf16d6c,1967
"Monkees, The","A Little Bit Me, A Little Bit You",17241,826b52f78dd901ebd01fc9dab3a616cb3fef5071,1967
Bobby Vee,Come Back When You Grow Up,17242,b39492b8dd24719b64b0242c62819f2ab64f5b67,1967
"Happenings, The",I Got Rhythm,17243,22f9a31656410a69cec5cf1ed8439d79a08314e6,1967
Vikki Carr,It Must Be Him,17244,772aa6de6feadfed6e74a799801c7f580eed5ba9,1967
"Monkees, The",Pleasant Valley Sunday,17245,8640ba90eae9c7064f666f399adca9827f32e56a,1967
Johnny Rivers,Baby I Need Your Lovin',17246,f5a8dc260a6b94e497e82315f9977696d2bf43b8,1967
"Turtles, The",She'd Rather Be With Me,17247,4c43f0bd2605eac4bc4e3b280de99f17b563fdbe,1967
Petula Clark,This Is My Song,17248,3d3a6676daa0c43e390e1eedc9024aa28723b905,1967
Engelbert Humperdinck,Release Me ,17249,b29a253c5ef71bc2eec967a6d6e1858bd35b9952,1967
Scott McKenzie,San Francisco ,17250,ac2b5fb423f984f2e62646d13ef08c74297f08ef,1967
Smokey Robinson,I Second That Emotion,17251,7228558e1b0efbbbf45f24dd67f25c6d2659295e,1967
Paul Revere and the Raiders,Good Thing,17252,efa77630b64a7306a01fbe3608bf34470f5fe5c7,1967
Four Tops,Bernadette,17253,98d14d4a9015e703561b5bad70606357433a0cf6,1967
Herman's Hermits,There's A Kind Of Hush,17254,fb09432bdcc1f7f5b0ee3a0aa20d864ef2cbb50c,1967
Young Rascals,How Can I Be Sure,17255,23e5fc02246ec8ec12e1c76b8f46fab3345a1520,1967
Tommy James and the Shondells,I Think We're Alone Now,17256,4b7f74d745fd65e9a2040ddb4bf5a0bcfe52a70a,1967
Soul Survivors,Expressway ,17257,8db832cddd8a8ddea51ec9d5c521ed1ea153a75d,1967
Dionne Warwick,I Say A Little Prayer,17258,32e458f3db3cc46e6155eccc90c47c3a6deb23a5,1967
Aretha Franklin,Baby I Love You,17259,928d1b69bfd4c2b41c34be8914a8af14c5f9a48a,1967
"Monkees, The",I'm A Believer,17950,a8a0a78edef5ceaf1fdd75939fb401fd9bb4e369,1966
Sgt. Barry Sadler,The Ballad Of The Green Berets,17951,490c1f5f5035de4c7c6e7219f4b161e2b64415fe,1966
"New Vaudeville Band, The",Winchester Cathedral,17952,aeba493a8832f850da56037e4005dc948eff8953,1966
"Righteous Brothers, The",You're My Soul And Inspiration,17953,f698ec2157d30f8f00944e408662ae86fe421f82,1966
"Mamas and The Papas, The","Monday, Monday",17954,f7966db2590dcb06f38182303acda553e188036e,1966
"Beatles, The",We Can Work It Out,17955,b848ff7f6dc33ffe3e2c489ef8f4555bd22896f4,1966
"Lovin' Spoonful, The",Summer In The City,17956,a5c2d7d3df0cd2f86e6d3ff70a0ba2f5e03168dd,1966
"Association, The",Cherish,17957,419810b943e11c01b316e7415d8461845cdd7aea,1966
"Supremes, The",You Can't Hurry Love,17958,aa6d4ef04a058da59b92ebd97ebb9261def41e01,1966
"Troggs, The",Wild Thing,17959,e522ab08684de4be5d69b70e30f9d851e0912978,1966
Four Tops,Reach Out I'll Be There,17960,aadcd6603a92f1e6c795e39aca14f0bcb888e2cc,1966
"Rolling Stones, The","Paint It, Black",17961,ea91c55a30822b8fb2636b2d111b403d3bf41413,1966
Percy Sledge,When A Man Loves A Woman,17962,04e864f12f380447fe8160ad8016079cde166298,1966
"Supremes, The",You Keep Me Hangin' On,17963,a4bc2cd358b953e5f50e252a0bd7c46c7f467e13,1966
Tommy James and the Shondells,Hanky Panky,17964,e4b80602ef325690da8436454a00c519f5c0aa47,1966
Petula Clark,My Love,17965,80a87aad13892151818cf8328a6c5828004a51d2,1966
Simon and Garfunkel,The Sounds Of Silence,17966,0771f60d83578d22517cd91984be3bf8a321fc41,1966
"Beatles, The",Paperback Writer,17967,e555323db424ffc68d73d6e8d30a6e75cb61b7ec,1966
? and the Mysterians,96 Tears,17968,dd368d18134c772be1c14315469c0323db1c1f2a,1966
"Monkees, The",Last Train To Clarksville,17969,c9eb94d36117477afb7af6d05192119a1c3d26d7,1966
Johnny Rivers,Poor Side Of Town,17970,f79a7d7c98e735c9e0eaba48e791f3d94e061404,1966
Nancy Sinatra,These Boots Are Made For Walkin',17971,0aa87616aa79bb31f7733582afe2df0778c1f5f5,1966
"Beach Boys, The",Good Vibrations,17972,46b2ca5df6c548f2a13384523385c0128c575479,1966
Young Rascals,Good Lovin',17973,f0a6a3cddd009cd4b6d86d78cc8c90ffc494e922,1966
Frank Sinatra,Strangers In The Night,17974,d8b6e54122666c6c1d84111b0b020338dc1d18ed,1966
Donovan,Sunshine Superman,17975,586ffe08e101ff33632f33bd1cee7ecf69295f7c,1966
Lou Christie,Lightnin' Strikes,17976,90ec3cfbdfae9746b61053277a2f3d2aa701b0c5,1966
"Royal Guardsmen, The",Snoopy Vs The Red Baron,17977,cfb565806e9c06012249cda6c4e5d7fe8d5bfe8a,1966
Donovan,Mellow Yellow,17978,5e607788484ff44cb0453fb0d7c45f06a2a7e515,1966
"Rolling Stones, The",19th Nervous Breakdown,17979,466bdd8ed0636df1310a44406bfa1ce5bd666715,1966
Sam the Sham and the Pharaohs,Lil' Red Riding Hood,17980,e9347a4ee4862c6618f193bfa3b6e7a29158e807,1966
"Lovin' Spoonful, The",Daydream,17981,ed8ada27a0ca711e7a8841ff40a77d2396cabd09,1966
Bobby Hebb,Sunny,17982,abbdf81bfad90c84c3ad81f44983073a973e556c,1966
"Lovin' Spoonful, The",Did You Ever Have To Make Up Your Mind?,17983,b8df00905a6e2b9fcf2eaccc87a893658ec2a976,1966
"Mindbenders, The",A Groovy Kind Of Love,17984,41d554ea614cb92f940551211d63a3b1ade478f9,1966
"Beach Boys, The",Barbara Ann,17985,6ecab1b31845ed196851c0bbfb075faa12ee1e78,1966
"Cyrkle, The",Red Rubber Ball,17986,1e016f28a51ad3297df56605c673774c80160d30,1966
Cher,Bang Bang ,17987,38b290b3c05e887e585dedca37550900440009c1,1966
"Beatles, The",Yellow Submarine,17988,436756271e402f2d29b8290e9777b39bd4e25f3a,1966
Bob Dylan,Rainy Day Women 12 And 35,17989,a9d2a3acb15e894a880c7bc12185c49367d232f4,1966
Gary Lewis and the Playboys,She's Just My Style,17990,42abc1424cee865d5190e6a052b811a314b75490,1966
Simon and Garfunkel,I Am A Rock,17991,37b1880221cd0ce28e278182c0eeab92cde324ec,1966
"Happenings, The",See You In September,17992,4338861367c04ef3c3e22c3978a22eb47c9ac49b,1966
Stevie Wonder,Uptight ,17993,3353506b0e963e41688709416e2269601d7b611c,1966
"T-Bones, The",No Matter What Shape ,17994,1b28d7caef168570657c11db9754d752cfe9392d,1966
Johnny Rivers,Secret Agent Man,17995,39dccf0d00a3e062115b4483bb0815e949d16cf5,1966
"Beach Boys, The",Sloop John B,17996,22193f8f2d43d278c11761d8add79d038ba3e901,1966
"Beatles, The",Nowhere Man,17997,005559d47d26d040877f3385877ec8c6e09c01a2,1966
Herman's Hermits,Listen People,17998,ef505c7605fd52d74c4a611ddbb75b8f209eb5ea,1966
"Temptations, The",Beauty Is Only Skin Deep,17999,1cb138a95fe975019a8cd261824874ab37acc76b,1966
Napoleon XIV,"They're Coming To Take Me Away, Ha-Haaa!",18000,b4b22781d1acf7eb593360f24b39d07fea08a6aa,1966
Crispian St. Peters,The Pied Piper,18002,616fd1c94f9a49fc21a361435be6d0df79a118a0,1966
"Vogues, The",Five O'Clock World,18003,3cbf34b51f241d51335da0e629e60259c7ef00cf,1966
Frank Sinatra,That's Life,18004,2b570ad9088be32ebb974123e44229ed825ece10,1966
Los Bravos,Black Is Black,18005,6b27918850057df603ba9e55a7448d099a9035bf,1966
"Mamas and The Papas, The",California Dreamin',18006,280e0415c04e67d884044093290d52a4858544d7,1966
Paul Revere and the Raiders,Kicks,18007,4378f5d35efedfc642f65005d80bfa320e31ce30,1966
Dusty Springfield,You Don't Have To Say You Love Me,18008,f1ac1b9ce64794fec63ca0d4a666509fe1474b8e,1966
"Statler Brothers, The",Flowers On The Wall,18009,3b9bbe0ccfa76445b6e2fcce9509c06a678b92bf,1966
"Rolling Stones, The",I Can't Get No Satisfaction,18693,b3f2ddacd96b78ea24cd383601173fe0d9588102,1965
"Beatles, The",Yesterday,18694,e0e725ffb5467d8fc192f5f2bdc0656de2d5d8b3,1965
"Byrds, The",Turn! Turn! Turn! ,18695,4bf48c135d9de951229c29ef352f809192dcfd71,1965
Herman's Hermits,Mrs. Brown You've Got A Lovely Daughter,18696,f9c480dcd98a9ca96fb6db1b5b44554b1b5b898c,1965
Sonny and Cher,I Got You Babe,18697,aa94b4bc2aaa671a0c0b877a2d466ad190d6ec59,1965
"Beatles, The",Help!,18698,46aeed8650533caf77314fe7e46a015516bcaa1a,1965
Four Tops,I Can't Help Myself,18699,03ceb2e73249a81ee19ae1295f6f79b539580be0,1965
"Righteous Brothers, The",You've Lost That Lovin' Feelin',18700,6756cd813a16cfd7809ba1ca15fec68aa26c9832,1965
Petula Clark,Downtown,18701,6c3bb30315006f0402baf0b8c45f1a89adc43a92,1965
Gary Lewis and the Playboys,This Diamond Ring,18702,ed2e458b52fe1315c5926e8f7b7c2cedf9a4070a,1965
"Supremes, The",Stop! In The Name Of Love,18703,c8773d0ea636965a5ba8a96c969068f0da709a06,1965
"Beach Boys, The","Help Me, Rhonda",18704,77cd6c15c4fbdb6b4eccdc98b349b36d0b9ad643,1965
"Rolling Stones, The",Get Off Of My Cloud,18705,2ac52a0fd79ac52679948a1fede2a3ed097348a3,1965
"Supremes, The",I Hear A Symphony,18706,d06dfe76a4e5f18f4ba709bb712f86ae3d7f2f1b,1965
Freddie and the Dreamers,I'm Telling You Now,18707,de406073772a4e9d0d71f480903d7baaf7da2a70,1965
"Beatles, The",Eight Days A Week,18708,7a75c419cc028f8268e4b2a0211422b6fa39537b,1965
"Temptations, The",My Girl,18709,64ab75f44019e0f4a8ef7a725d264fca03dc3478,1965
"McCoys, The",Hang On Sloopy,18710,2eeb435e820df5f97b585f5b1d64b96dc9ed2973,1965
"Byrds, The",Mr. Tambourine Man,18711,e1aa2b80f0fc3504e89c59088513e9be9ac9900d,1965
Barry McGuire,Eve Of Destruction,18712,a1a2f81fd064bf03642ff001febf4a7802a65ef8,1965
Dave Clark Five,Over And Over,18713,de56eb1710408f4a8874327ca356dfcef6331296,1965
"Beatles, The",Ticket To Ride,18714,70bea6b196d56d1c06490e51caf107643b5e022a,1965
Herman's Hermits,"I'm Henry The VIII, I Am",18715,acc2d2de55b315cd9d18e71ba78219a0b6188df7,1965
Wayne Fontana,Game Of Love,18716,2f0f526018bccb37b4015cd87d1fe942f57a98ae,1965
"Supremes, The",Back In My Arms Again,18717,660361928bad7e5d92a377c88e32e7326bd783fb,1965
"Toys, The",A Lover's Concerto,18718,ca0304603170e24383ce027550fea3cd4b559942,1965
Sam the Sham and the Pharaohs,Wooly Bully,18719,15f78fd0c74a576cddb1362fd8dae43b984b37a2,1965
Herman's Hermits,Can't You Hear My Heartbeat,18720,7dd0e2259e0d21752bc98f43b5b399fedc3483b0,1965
Bob Dylan,Like A Rolling Stone,18721,f0eec1a1dbd31bf51cf323d2981535ec4fc5a568,1965
Roy Head,Treat Her Right,18722,fa6b48a15f607091f62428447fd693a36ce6b9e9,1965
Gary Lewis and the Playboys,Count Me In,18723,eb6d363d6bdd201467b0a4d955b18d3825d72f79,1965
Len Barry,1,18724,9f5bd49ae10bcbf6b03d7b9fb53fd87cd9ce2093,1965
Gary Lewis and the Playboys,Save Your Heart For Me,18725,ac137835509d48102f6d02f7adcf774c5ace2c7c,1965
James Brown,I Got You ,18726,7d6f4526fcf9a80a8995db8d81033cfb3c6cad7d,1965
Jewel Akens,The Birds And The Bees,18727,614dcd2a2cb0a8591bcaf6d6f35551ef0d97d348,1965
"Searchers, The",Love Potion Number Nine,18728,00ca4525b1efba6d6ad6fab1d371a028102d8482,1965
Shirley Ellis,The Name Game,18729,9d7cff4952dd85c642ca22e056d0b85edf3cb01d,1965
Tom Jones,What's New Pussycat,18730,c03ab3e8af68f0fb17bb472a44d5df0c8b86cd26,1965
"Beach Boys, The",California Girls,18731,17d1f54064df579b3c363528a8910b0ad606b184,1965
"Four Seasons, The",Let's Hang On,18732,8eeaa40f3130e644ca380b73d86e6356b9cfa5bb,1965
Elvis Presley,Crying In The Chapel,18733,5b863eb821e1aaebc6e439bfd8e36fe125dc076e,1965
We Five,You Were On My Mind,18734,0ebade14df344cb1c9b82e78fdfa731ce62883e3,1965
Petula Clark,I Know A Place,18735,b5ff1b3565d5be1ea7f4c96adbc3d058b5695072,1965
Jr. Walker and the All Stars,Shotgun,18736,869a9c4734c4d96d91ece54aff55ca4cff7ec21a,1965
"Righteous Brothers, The",Unchained Melody,18737,b66ec1afa0ae5891e249d869d800395cf2aff187,1965
Roger Miller,King Of The Road,18739,6f0915ebab7301bbda54806f0cc0108d5a051717,1965
"Seekers, The",I'll Never Find Another You,18740,5544402a78b8b986a1b3fe9e13536bb509e22ec1,1965
Fontella Bass,Rescue Me,18741,5720ab1bc3b8f276d0179f4acd9a2b6efda3899f,1965
Jay and the Americans,"Cara, Mia",18742,59edb940a535cafd46c2c8f62091f91e47671776,1965
"Kingsmen, The",The Jolly Green Giant,18743,24ec1a8949cef073358373b9c81187f5b8261142,1965
"Vogues, The",You're The One,18744,8f9e96b3bdf84d562d28f32aa03a32a62ef58950,1965
Herman's Hermits,Wonderful World,18745,f0710d57814fc538c32b9b464b584a04d0ab3e34,1965
"Gentrys, The",Keep On Dancing,18746,b9b64be3972d3dd7df086909355b8456118dab50,1965
Gary Lewis and the Playboys,Everybody Loves A Clown,18747,359820af9da665c1bf701a85ac70e5828f2a5bde,1965
"Beatles, The",I Want To Hold Your Hand,19421,d7e6b26957825e64b3546bd7365b74baa1ce3046,1964
"Beatles, The",Can't Buy Me Love,19422,7852faddb5d8280ea490b4e19af2d29f36fe6a4e,1964
Bobby Vinton,There! I've Said It Again,19423,456876c95fc346544c5d86bf913569dfdc5d8ba9,1963
"Supremes, The",Baby Love,19424,fcb1c1279ae4b4c55e9e417cbebcf7f0dee5d8f6,1964
Roy Orbison,"Oh, Pretty Woman",19425,270ae84d04ca762c22418638e2136f9933131085,1964
"Animals, The",The House Of The Rising Sun,19426,da7cd6105e6aaf6339bfd62ce077cae0d255832a,1964
"Dixie Cups, The",Chapel Of Love,19427,66f6cf82fc3404366cd17edd6ce2af63439f2965,1964
"Beatles, The",I Feel Fine,19428,9520e00787627a647aacdcf1083720d202e8e2b9,1964
"Beatles, The",She Loves You,19429,413fe2fe350d89e9bead5deb260f763f845cc84d,1964
"Beach Boys, The",I Get Around,19430,2ac3b87d24123a58b9970525416386b1f25498f4,1964
"Supremes, The",Come See About Me,19431,bede49a079b79f49b0548caf697c2fa42a7da253,1964
"Supremes, The",Where Did Our Love Go,19432,8ba3eb4d7fc9902f367b23e61b1b0f2d53213f1e,1964
Manfred Mann,Do Wah Diddy Diddy,19433,7569411df6831cbb23056ba2a29ee7e197645f78,1964
Mary Wells,My Guy,19434,ace1a44504a66e37e39c7c98ee7a7d08487202dd,1964
"Beatles, The",A Hard Day's Night,19435,bde00f9865951e2dd1948aff24fececc5883f111,1964
"Four Seasons, The",Rag Doll,19436,082bbca9ff8a58ad2098f9836aa3d2b1f0875745,1964
Louis Armstrong,"Hello, Dolly!",19437,8d3fd00f55df07125a65e2d192bc331c4a841bad,1964
Bobby Vinton,Mr. Lonely,19438,361a301346d6eaa9911ad543501836dc99041c22,1964
Dean Martin,Everybody Loves Somebody,19439,d2b12a99c2d07cc5f085acf174f75889678ecc0a,1964
Peter and Gordon,A World Without Love,19440,3a3633ee52780b0fd3ea11aa80ac8b9f0603e02d,1964
Lorne Greene,Ringo,19441,b25b7122ec23cdd28a53149eaced5bec24747198,1964
"Beatles, The",Love Me Do,19442,c0c7944dcb9d24570c40eada869d83bcda419bdd,1964
"Shangri-Las, The",Leader Of The Pack,19443,0dbe444026116b21abe634ba1a26bd0bb1e2f4ce,1964
"Beatles, The",Twist And Shout,19444,b7e3bc96b46e4dcc22cec5d23337d2446cb0ab87,1964
Lesley Gore,You Don't Own Me,19445,cdfc0059c97b900d7ab4bd75db61da3236c861d6,1964
Martha and the Vandellas,Dancing In The Street,19446,53144f5a56fd1694cad4f5edb9eb8ed373f2def2,1964
"Newbeats, The",Bread And Butter,19447,b9baeddfeb86483229054b43bd931b2694204489,1964
Johnny Rivers,Memphis,19448,d2676547950c2be397625842f9f2f578680b3b1e,1964
J. Frank Wilson and the Cavaliers,Last Kiss,19449,62960b3ac3a01093b993459903dcbc93793ba727,1964
"Zombies, The",She's Not There,19450,3a76321231fe16df6523a7af5d0b83ae23d7f566,1964
Millie Small,My Boy Lollipop,19451,b6e2196f12853c737a7201206c54e4eec9789ea6,1964
"Beatles, The",Do You Want To Know A Secret,19452,5bd705943290818ccd3b469c6169b8c9b00e39e8,1964
"Four Seasons, The",Dawn ,19453,3d9eb36c292a57fe02c56bd2b95acc87c5581aea,1964
Terry Stafford,Suspicion,19454,dc0b593231573e5d32f06f9d4f7bc81c3abfe989,1964
"Beatles, The",Please Please Me,19455,c7974d03d8cd26de7ba9d4357c0b1ba422c296c5,1964
"Murmaids, The",Popsicles And Icicles,19456,97bda79e27bb138d2a3a69864948005822a4ed0c,1964
"Marketts, The",Out Of Limits,19457,5713eabb51a85b537f3c345e18c298ada4d78c67,1964
Jay and the Americans,Come A Little Bit Closer,19458,0c15713e97a78c7fe75326126ec1132f634ea963,1964
Jan and Dean,The Little Old Lady ,19460,03a17986f8d5e9310661662d33c6504d0be8954a,1964
Gale Garnett,We'll Sing In The Sunshine,19462,c309c2a758c74f775fa3f0e721cc9d357fbbbe97,1964
Dave Clark Five,Bits And Pieces,19463,16dc134466d3ef2b8cfc6fb7ae37ede1ea38076a,1964
"Rip Chords, The",Hey Little Cobra,19464,9bcc76d37a2f9451deeec60b29e0a2edfdef366e,1964
"Trashmen, The",Surfin' Bird,19465,d2cb98407b06139418ebee195d2431c1ac3652b5,1964
Gerry and the Pacemakers,Don't Let The Sun Catch You Crying,19466,45cc5668aa48b33280bf44354ea4742d2d048f44,1964
"Beatles, The",She's A Woman,19467,b0cc78e1d28c6a5cbcd2dcc3360c64572de18daa,1964
Ronny and the Daytonas,G.T.O.,19469,1b08cedd1bb39463d42edf0028c0168fc2aaeb24,1964
Bobby Rydell,Forget Him,19470,08b0ad4c8c64d907c82da82c81832f2e28750195,1964
"Drifters, The",Under The Boardwalk,19471,8cf57563d7553159042a312443ae361880c57b41,1964
Dave Clark Five,Can't You See That She's Mine,19472,a350299b5b0d1643be7ea60f0320cc3353cf1914,1964
Jimmy Gilmer,Sugar Shack,20143,5e1cd2464e7de1f4e73849ac5924e723c386d1d7,1963
"Chiffons, The",He's So Fine,20144,e801bab269c99c6120ccc0ca719bfbac5f891f1c,1963
